latitude,longitude,intensity
4.26811,27.21744,99.24975
51.11074,73.04984,74.66490
-24.91600,159.23288,64.35009
-17.53657,-12.75423,97.97549
5.78311,-119.59289,14.83550
33.70360,22.59919,90.68063
-56.77194,-32.00083,72.79602
-80.98109,-144.27993,54.57079
-42.16874,-141.50247,26.16976
23.78540,9.49588,7.84968
-76.89394,126.22572,64.32390
-58.79389,130.26026,2.18494
-23.74114,125.14671,71.02784
-38.92457,140.86134,59.80780
65.78880,141.40561,42.54441
31.60806,16.01147,94.47352
53.66893,81.29466,81.40324
89.66879,-87.63797,20.13636
44.42091,97.31970,51.42838
-2.32635,-34.65249,88.26969
53.32174,30.45514,4.01191
63.20549,-14.95668,18.97605
-36.11623,68.88041,0.55071
-68.39196,-71.04469,88.71914
44.43488,169.48502,54.30287
12.95428,18.49565,52.56272
7.56730,114.68432,95.33687
-16.50586,46.78749,30.77594
-35.65613,2.27425,58.62677
8.99900,171.56869,16.29712
24.59959,178.03116,73.61353
11.86353,-47.38927,40.21389
78.57416,142.31896,66.96763
71.77462,153.05891,84.63436
-20.98509,-12.82873,79.59075
-22.92605,89.77097,48.14204
-29.42257,-15.78662,11.65095
-26.19058,-30.53000,1.81636
-59.02668,-86.31610,85.78840
16.12388,-76.62783,99.77267
-43.57429,4.96380,73.95198
34.43770,-23.93903,77.69977
-2.55706,77.56742,49.13765
84.86904,77.82478,9.13772
-66.69538,167.94533,22.92284
-85.29551,-88.83945,47.97871
81.39034,-36.31324,72.35056
60.18525,-147.90167,61.18920
89.24118,17.85455,53.44862
-27.59354,160.59794,96.95992
-71.42943,19.02019,41.96292
30.89631,-137.28721,26.53343
-39.82439,-7.30334,79.32828
64.41255,103.11251,67.68068
-74.30530,-39.70185,66.87016
-37.03540,2.81462,90.50784
-69.09173,127.39560,10.58297
-20.45440,145.94019,20.12001
3.73367,-30.02255,88.79473
88.57165,-76.10668,49.24765
71.10093,16.12644,21.46249
46.73922,-58.64785,48.59744
-88.45886,176.02814,65.72824
76.64631,168.72670,26.75337
7.29648,-21.50956,75.98552
61.62942,-97.71834,27.45647
37.12708,-31.80850,13.02015
-54.84409,21.90575,59.84944
82.81288,11.80078,60.89808
-63.20614,-31.03131,27.97913
35.17611,-83.85939,21.44003
-23.81681,-10.60234,33.83950
19.03179,-114.76668,87.99103
34.95085,12.51476,5.81623
-31.31880,68.43865,64.50643
56.15175,140.94308,31.53664
-1.12848,-61.18502,12.79223
-64.77892,-87.67100,8.80288
6.98860,73.05208,56.30726
33.25801,-98.55072,19.94043
12.16347,138.34281,42.22645
-89.23740,-172.78142,30.53046
20.76736,-149.55644,22.45103
32.52430,174.59710,34.10728
18.20502,6.63474,2.31248
-30.62981,-129.80118,25.08217
48.59658,65.23293,4.10229
-76.07248,80.97452,10.32097
-32.93640,-83.03845,4.97665
-84.38940,-129.94748,39.93272
78.06703,49.81613,24.20610
32.33595,-81.49205,51.52380
-32.07102,161.52153,35.23625
54.64130,50.82947,84.33256
19.10887,133.33859,40.51630
32.22048,43.42938,52.77337
11.59920,12.87431,39.37707
71.69749,47.78259,54.91231
-80.29097,3.07012,17.51467
-51.29582,-23.53958,54.59568
-44.92582,-82.46362,53.01463
-4.81787,-34.81651,10.37535
-22.77402,55.59165,54.41989
8.05549,123.77452,72.31630
33.22606,-169.05108,30.81280
32.83422,-123.92180,91.34730
-64.45322,136.48372,21.62684
61.48616,125.36269,33.54647
69.94663,-122.48359,84.91095
-21.28778,-21.70166,11.78598
18.18095,-82.88790,66.68793
53.88983,37.32625,0.81848
81.42034,151.08522,64.29353
-21.68886,22.28896,88.28121
-7.28482,100.51857,59.85589
-13.98974,156.06956,40.84309
19.04024,-160.82126,47.07639
-83.26544,73.48783,0.05902
-82.42820,-139.99478,13.95749
1.45411,-51.73618,27.09033
87.05225,147.23997,65.48623
54.37565,115.09501,24.51734
55.49149,-93.66782,56.23566
-25.61094,-122.88269,77.68544
74.94150,-67.06852,87.97625
-27.67390,56.71993,99.57896
48.97273,-159.95980,43.48727
-22.26541,-74.18455,81.61356
-10.61636,71.72651,63.49311
3.41924,-159.82876,67.30352
70.44896,-118.00820,64.27444
-2.26092,-57.24555,71.04267
85.53581,-172.20071,89.73058
-21.01704,120.18541,17.47114
38.98649,-144.10926,33.56102
84.58356,56.38158,78.45238
-6.96502,-10.37989,49.26251
49.16795,80.36993,19.37681
-10.69121,15.12861,57.14286
76.81877,122.30898,14.98812
-22.29827,-140.76990,2.62238
-76.57453,-114.13241,76.60772
30.09986,107.23355,28.85034
-62.00802,169.95610,82.60249
80.42077,-173.23665,39.65475
24.08368,84.98685,91.26506
6.79172,-39.31474,0.53240
54.69538,173.57685,90.72464
29.20833,-56.70883,23.91503
49.50354,156.75457,96.03261
-58.39067,30.72699,51.31183
-13.06347,105.98425,93.57824
40.43247,72.11011,69.06145
27.64021,13.23143,24.79157
50.30586,-137.12636,64.38882
-20.34228,21.58651,64.14363
-3.79376,172.11388,23.91931
-87.80970,163.89288,31.20077
-39.94694,-30.39874,59.49667
87.50062,74.70889,31.83202
6.24389,-18.47322,50.15871
-14.83052,-119.65757,39.54841
-19.96396,-107.74101,81.69187
-25.20163,-125.46490,56.68743
62.07181,101.00199,62.20403
41.58684,-58.99875,14.27115
-44.09826,-54.23269,27.91338
-5.80295,-126.34836,13.02618
-44.50970,-109.25867,80.17006
6.76023,-108.57196,42.92171
66.94480,27.94037,55.39143
-19.56275,-109.49852,62.54051
-76.11311,103.02838,5.75249
44.34252,-42.25351,68.24114
16.38097,-133.49676,53.85021
-76.64984,-93.16141,38.16689
-38.57919,58.23337,98.68347
-25.76493,121.89496,22.50993
37.67956,-54.82067,53.53633
-74.05499,117.84716,20.88351
-6.57851,-75.49351,81.02030
16.66705,41.46658,75.47486
-44.11862,-159.03066,82.85554
-33.19107,112.41761,95.66394
23.25442,-142.81488,85.39871
24.01706,-91.47629,20.78720
1.38984,-136.23629,90.60201
37.41519,114.94159,38.38205
76.17443,-131.77628,71.62501
-44.17128,-178.69261,12.08915
-53.72207,94.80430,37.80500
-3.23448,40.88946,26.76604
24.91805,61.76589,92.13692
0.51603,127.90300,96.77517
48.40117,-28.37094,27.19798
-72.40826,119.16965,12.96000
10.71232,-16.58494,4.48464
-51.41920,116.24277,53.86596
76.39103,146.87063,9.40276
32.06103,-164.64306,42.26666
-10.48051,164.47418,59.53175
-55.79989,3.50903,52.18289
-54.52657,-50.49671,87.74946
86.66477,99.67187,6.45015
73.05780,-14.95460,83.40560
-58.17962,-126.83353,90.66623
-38.60578,-164.50005,50.10482
88.30232,120.77930,39.62996
88.75321,106.80127,84.20659
26.29925,-38.02272,90.57097
-5.28674,156.47118,55.21911
73.77434,-8.22370,42.68208
15.96282,-65.76823,14.93976
16.07984,126.34665,27.77762
65.70385,103.36643,77.56759
-15.27657,179.55235,79.08782
13.61678,-139.13641,57.38155
-87.41138,144.79513,33.66973
-23.69792,18.31795,63.74640
14.89087,-5.42692,63.43552
62.48561,-19.36462,50.00794
55.86245,-178.77381,16.07105
-31.49461,-102.98254,89.60099
-63.32108,-141.16076,31.72010
1.55534,115.73311,99.56511
63.33654,39.18154,3.76019
-78.57639,47.06499,81.98823
-42.20777,168.91884,55.03873
13.27882,42.70389,7.49142
-59.33013,157.02923,26.72952
-75.00725,-78.32558,72.61462
-42.69446,-104.19060,27.71294
-3.52411,85.51767,30.13230
67.23173,171.31767,82.20164
-76.47742,-66.43492,92.57858
64.68919,-132.02882,44.22243
-24.49036,89.08908,2.87096
-33.21415,89.92065,88.68702
-82.68726,31.80723,66.36085
67.12504,-27.15141,97.30497
-54.46336,-138.68546,13.00455
15.61028,-135.92142,26.65968
-54.66570,-160.09428,96.23833
-29.71343,167.04568,72.32340
-50.44154,155.71680,0.93520
86.69787,-168.38483,25.33133
9.35230,-176.69601,76.47118
-74.76225,114.15109,3.51044
5.06839,-104.60269,28.87641
-1.71281,-46.30393,39.19801
27.61749,-109.71310,18.15012
33.19092,-73.09337,93.29552
-13.27678,-9.35240,2.31702
-86.28201,-142.28358,62.56281
29.61781,162.79112,43.24694
37.38070,-56.30323,7.40619
-14.36662,72.58476,80.42238
81.35705,119.58226,56.36144
9.06588,0.39427,47.76065
32.48848,27.25427,85.71618
-8.98665,-10.37703,83.20793
31.61453,8.80236,56.34465
55.02673,38.65752,25.91504
-34.15622,37.65779,4.58481
-7.63626,141.08647,23.21438
-10.05191,71.82165,92.55038
35.32918,45.29894,38.38950
-11.27533,51.10090,35.63199
51.27683,-177.05138,75.14176
43.56842,-69.68158,1.49608
-29.13142,32.10689,78.69471
66.66592,-104.91726,8.17368
-68.42050,176.05739,64.54367
-66.89433,68.67549,95.94779
19.33867,-96.27405,96.23895
36.09961,-114.12567,76.62179
0.75144,26.65548,36.57872
-37.12473,-28.64283,52.64022
-6.94026,131.85563,7.42055
-54.18192,157.50188,60.78581
21.15536,46.70998,24.34951
-18.95774,-104.34657,15.19832
88.11221,87.77308,87.91373
-89.73662,73.60955,30.72621
-0.37607,63.09051,3.11869
-23.26332,19.40237,87.43782
2.37725,-65.67003,60.37607
15.05015,-74.77604,54.80517
-40.29788,-175.93453,31.07255
-74.44245,-2.91915,50.11489
66.63995,89.24639,74.93780
88.13600,-84.71593,37.27356
-48.49972,-143.10475,51.52291
2.03911,-133.29903,92.25410
86.13062,-155.40990,0.31710
-78.87649,83.42295,85.25214
-78.09001,-176.77358,53.79466
-30.11195,-173.25436,0.87992
-51.95531,-107.96048,29.53631
9.11984,-89.50331,23.35166
-52.06521,139.32037,23.85913
9.95943,-17.05197,33.14050
-16.78317,-174.24315,18.50478
25.22503,94.13545,21.83698
-58.22467,146.04933,9.77802
53.07488,136.09869,14.62988
59.93539,-125.97959,4.31070
-38.47799,-56.04363,58.95402
-10.34608,105.64454,66.47669
-68.54508,-107.14759,74.61629
-69.13167,162.94873,81.15599
-50.42941,-76.99989,25.21249
-13.88807,-90.48973,3.22630
-44.68191,-109.87245,34.99242
-8.23234,134.75240,65.95560
20.78680,131.23045,38.65334
-13.30310,-91.98176,83.02021
67.92493,147.89842,60.49265
-69.50912,-153.98328,79.75345
69.38389,11.61680,92.07674
77.53912,91.71039,37.05446
-7.85845,-53.32173,39.60499
-5.16323,-173.84027,12.73446
-59.75718,24.05346,87.16094
38.05125,-126.18174,45.76839
22.91476,-131.33123,7.96889
20.16690,-95.24579,64.50574
-59.12224,128.12586,30.97403
-12.89542,17.98785,88.63480
74.94794,124.12527,68.45160
-77.54620,-112.75580,53.46065
87.32295,81.41274,19.16636
-25.92050,166.48735,50.77460
66.65728,128.87824,78.17662
22.86749,59.70365,34.20771
-68.32527,161.48190,3.26303
-41.24071,41.00255,96.49317
-52.16978,-91.09098,84.79079
-31.12811,-34.93609,35.97402
-81.09838,159.05589,69.77304
-88.77134,-145.02802,13.54541
-23.60038,140.51593,14.08596
-48.94623,-67.88029,51.06944
72.19614,14.20460,90.35545
7.54687,-24.43531,87.14636
14.55035,-9.00828,51.24511
-25.98660,-24.08351,7.41586
-53.06105,94.67875,13.35844
-52.51527,-121.10630,36.28818
-81.12813,-50.28140,60.96944
32.03540,132.24486,8.70777
25.88811,-109.32692,34.24251
13.52328,121.66317,67.06086
87.35380,-173.53876,31.60902
-3.53468,-166.96599,5.23726
-23.98099,21.29705,13.55150
-77.70494,-65.21888,74.15222
12.09114,178.84956,60.51042
70.27124,26.24006,48.09201
-15.20184,-154.26333,6.29312
28.51324,129.30221,1.90482
-57.55920,-62.11181,31.30684
60.15534,-89.13616,30.62135
-2.23485,162.29061,29.45150
24.06679,-162.50422,43.14401
76.89836,-101.73423,35.64616
27.74606,23.59492,57.60315
19.53949,63.13915,32.26639
-26.69109,-37.07777,52.23370
12.06030,134.62754,39.58361
-9.13542,119.75560,97.10749
-46.27880,82.95487,24.76119
43.40166,-166.13015,50.71285
12.59617,71.85290,91.70306
53.11715,22.70896,49.71748
-87.61927,18.95964,56.22244
43.57833,-120.45670,58.86615
-80.71513,81.32388,82.16084
-11.20029,67.56696,66.23106
-35.35226,-148.23176,75.79977
-25.72619,-121.90452,44.22067
59.92940,163.50713,56.73387
84.57415,-117.56706,49.04174
-88.49211,-95.77205,87.65603
-79.30914,55.59487,50.95413
87.76386,177.69467,12.33411
-42.82676,176.91072,32.99440
-57.51385,148.23819,61.72219
-34.53160,19.57918,42.74071
-7.56271,18.76467,16.97781
20.80863,163.86074,59.20398
51.74994,-78.28710,15.45958
-88.84107,173.27480,11.90622
-21.59733,55.70037,73.45996
21.26387,-21.75744,81.49338
-10.37524,120.70934,5.40248
39.96188,-144.97267,38.75606
-10.19025,-114.48465,44.89484
63.52099,-166.89317,19.39180
85.61079,-18.01211,38.97357
74.27645,99.31430,17.35232
17.61949,-115.05426,77.57205
10.15790,107.49233,6.49275
77.04112,-97.26802,84.97814
-10.51245,139.98615,10.16418
-80.31722,-11.41622,93.04683
-6.24349,2.68986,16.41920
7.38585,-26.20535,88.79140
43.37122,-8.00545,14.89549
-63.72812,169.64938,61.10160
-49.50494,111.95179,21.61216
-8.28104,135.78339,10.34027
-71.46871,-161.07015,15.17035
-22.58431,-64.20762,28.01225
-87.45070,-4.63752,44.53700
43.34370,-70.88538,58.11867
-33.63370,91.07807,17.41456
-1.91689,-19.51987,45.87389
6.86042,13.00970,31.63477
58.33939,162.53513,55.90075
24.38927,80.51208,31.98078
16.61228,-13.46725,48.44324
-19.05511,13.05331,21.81348
-46.61585,-107.94213,59.44881
-45.84072,101.02666,90.53009
46.75084,-61.81875,94.26356
-28.02902,-49.83644,59.52787
28.92185,-32.81809,78.66659
63.63457,-76.10141,22.46023
-18.46079,71.49896,66.98225
-58.38709,-40.06879,90.18590
82.78289,37.52104,78.01177
61.16462,-100.01055,6.58813
20.04454,-41.51102,71.07525
-37.13779,-23.77355,80.82911
-73.21541,-33.17691,15.32415
6.05053,83.79746,98.71873
45.62418,-128.06973,43.70061
7.59403,49.59401,70.08425
85.19527,159.19465,20.85607
-61.49087,169.21146,16.05209
84.28064,-136.85863,58.49505
-66.62109,-131.83232,33.38337
52.87403,72.81507,31.72737
-65.32413,-50.89440,17.41511
-47.69664,-1.09789,48.87233
76.07020,-147.68657,53.28912
11.66591,-128.60283,36.05147
-65.18333,141.71130,34.85419
-78.32669,-8.93690,52.90371
69.70037,78.87102,20.61377
73.50341,-178.17920,69.71938
-82.41160,115.08666,18.93981
53.51127,112.83083,77.14832
-70.17301,-35.89871,10.47975
39.35339,177.86219,52.27291
27.35363,60.14057,14.27171
-23.13691,-54.39713,75.06229
-15.95050,-47.50317,54.89980
-52.93054,-156.49485,23.80017
-86.24744,61.00625,45.67610
20.99694,24.39100,5.41909
56.71364,114.79406,0.75863
-12.56664,102.86071,41.54459
64.76164,70.27334,66.06297
73.03801,100.42460,58.49666
-81.48577,-16.38976,68.87386
4.16901,30.50515,34.93526
61.41453,-91.64216,63.95391
-11.38438,-126.45399,1.90769
-66.61445,-76.24253,47.23650
-85.18231,-155.83075,79.64104
86.44221,-24.83706,46.97881
18.48503,-145.12722,53.86839
31.32324,159.93810,64.31666
8.08229,-32.35610,91.18222
4.20295,-8.06730,73.37748
-11.18432,-155.78907,59.18324
65.88254,-47.04715,9.61754
-70.97178,146.27963,11.10901
27.75627,-148.49739,51.23695
74.01471,-95.59024,30.73729
20.04473,26.45099,56.04822
-19.43357,-165.27806,59.52349
-40.18203,43.35263,43.78865
-41.64874,178.48404,32.16374
84.78861,-8.02442,53.40154
-41.60120,-117.42761,70.61462
-8.00214,30.66070,18.25939
1.79390,57.12701,75.97579
29.97852,-31.03616,68.52465
17.43688,-8.13443,63.03011
-34.85490,-157.25979,14.78356
85.08954,141.37517,82.70339
-43.34886,121.98689,78.95590
7.41790,-70.92508,10.68316
89.60179,179.55878,85.09107
-9.76435,82.67067,91.04950
7.55788,-134.95396,97.62692
6.79203,97.06557,62.25120
-78.34065,-13.69185,1.19752
-42.13799,166.15291,69.14607
11.82452,-139.66430,68.52405
18.98015,49.48658,68.83346
77.02128,-18.94913,61.10023
5.35697,32.04857,67.93431
-56.16649,-160.00353,11.63315
-82.31223,19.83384,30.51090
51.23640,-121.71615,15.01826
65.80921,-147.71838,35.28841
34.20901,22.57681,26.68202
-65.75462,27.98761,24.81202
64.09633,-84.65297,93.30974
-86.08309,39.93068,28.23403
-4.56974,-22.85389,80.91023
-56.65282,96.40811,3.40469
24.61307,116.52239,42.94094
62.83383,-52.27819,35.49764
73.95083,176.54308,78.91860
-48.69742,159.25037,36.55359
66.17947,-64.12349,21.76403
-43.61259,68.73588,97.95599
3.77146,-141.40904,68.47182
71.74015,101.34703,0.18371
-33.80654,99.54958,70.13449
89.29455,143.34671,79.82222
34.11881,-43.00233,3.50042
48.26965,-15.45792,86.50003
-66.27973,128.57605,64.54338
69.50288,72.46036,43.61547
2.88382,-144.59141,24.24857
13.48956,-115.99877,35.84879
25.77215,34.10895,89.38253
-12.02325,19.31188,42.18436
45.87729,45.24529,94.53498
-64.53364,-134.20671,29.24793
20.92590,49.87008,20.15665
-41.14510,34.35302,26.43796
59.38006,-141.62575,78.26192
-62.45455,77.11248,78.21022
79.81572,144.74727,2.44861
28.98699,147.75076,77.02789
-8.24753,90.09846,28.40911
54.55509,-33.71719,97.09049
-84.97971,29.77656,12.99463
47.90498,169.38081,49.19636
61.43909,-96.11484,2.81431
54.58217,-32.20411,8.40422
31.09600,144.40014,8.37875
19.94253,-54.85957,4.24431
-76.82029,-163.67556,30.67040
-34.58115,13.48275,62.07395
63.07848,128.24313,17.11317
22.97683,135.59719,24.99085
18.54167,175.77908,63.43881
36.27294,-68.11632,99.25172
59.66128,-63.80626,30.17968
-89.13626,-6.78543,87.34114
51.28449,-126.88091,24.16779
-60.97762,-86.53109,20.25759
-60.30147,19.14467,91.42476
63.82944,43.67860,31.61950
73.50239,-104.03079,3.86814
-51.11901,104.42310,70.06826
-34.05583,-100.86613,63.72563
2.07329,105.87469,44.58434
-74.98389,-154.63656,23.09030
4.24423,77.30801,55.61270
-88.24063,163.06530,45.81611
7.26186,-110.80469,24.33892
-51.44776,38.32333,90.86778
-42.45902,-54.19675,28.74908
-84.76484,-176.21929,78.09739
85.95363,-164.73978,7.69123
-8.61218,-70.47805,24.66334
66.55854,-110.49585,19.46769
73.08602,44.34525,68.60424
30.30502,-170.71600,97.79414
-84.82245,-98.13358,47.52172
60.77098,161.80251,0.88411
-65.09023,-174.24819,13.71240
74.47579,-149.50617,53.91623
-54.92840,-177.15159,27.97114
-43.39089,15.40448,87.37680
5.41631,11.97984,27.89454
-57.61009,-7.45581,39.39742
72.30914,-105.02229,2.56352
-80.69914,-65.82396,21.88643
-18.55844,136.89490,72.81690
16.81068,119.49862,87.90728
-78.31146,68.09026,13.11088
-16.06297,-39.73975,27.15982
-82.01137,-110.05129,70.63658
82.31832,147.44505,2.28782
12.52246,-111.34257,52.08717
6.04418,-121.54137,8.79301
-3.52403,-161.05840,84.10571
69.96143,-174.65149,80.08643
60.96483,-165.69196,58.71582
-4.52135,-116.92132,81.87979
11.93476,112.44311,93.51171
84.57830,58.54325,87.28672
-78.57935,-58.35633,47.48393
2.19811,-47.67448,81.69869
14.81848,124.78486,44.30728
79.51879,-51.89074,99.32044
11.93819,-44.19822,62.06285
-70.87379,67.27636,59.98398
